Value
8.6
8.9
9.4
9.7
10.1
10.3
10.4
9.6
8.4
8.2
8.9
9.2
9.2
9.5
9.9
10.1
9.7
9.2
9.1
8.9
8.5
8.5
8.8
8.8
8.6
8.7
9.0
9.3
10.9
13.5
