Value
6.2
6.2
5.8
5.8
5.9
5.8
6.8
7.900000000000001
7.800000000000001
7.599999999999999
8.7
10.3
11.1
10.4
8.8
8.2
9.0
9.1
8.5
8.2
7.400000000000001
6.9
7.300000000000001
7.300000000000001
6.8
6.4
6.3
6.3
6.0
5.8
