Value
4.1
4.9
5.7
6.6
7.1
7.1
7.300000000000001
7.599999999999999
8.3
9.3
9.8
10.5
10.6
9.7
8.9
7.900000000000001
6.7
5.8
5.5
5.2
5.0
5.4
5.7
5.6
5.6
5.3
5.0
4.8
4.8
4.8
