Value
6.8
6.7
6.5
6.6
6.6
6.4
6.8
7.300000000000001
8.1
9.0
9.5
9.7
10.1
10.1
9.2
8.2
7.1
6.1
5.4
5.3
5.5
5.3
4.6
4.0
3.7000000000000006
3.4
3.4
3.4
3.5
3.5999999999999996
