Value
8.8
8.0
7.400000000000001
7.300000000000001
7.5
7.599999999999999
7.699999999999999
7.699999999999999
7.699999999999999
8.4
9.5
10.4
10.9
10.6
9.9
10.1
10.5
10.4
10.1
10.1
9.8
9.6
9.5
9.3
9.6
9.5
9.3
9.3
9.2
9.2
