Value
10.6
11.4
11.6
11.5
11.8
12.2
12.4
12.3
11.6
10.9
9.9
9.3
9.6
9.8
10.0
10.1
10.2
10.3
10.2
10.1
10.3
10.2
9.9
9.6
9.7
9.8
9.4
8.9
8.7
8.7
