Value
7.599999999999999
8.9
9.4
9.0
8.2
7.1
6.6
6.8
7.300000000000001
7.900000000000001
8.5
8.9
9.3
9.4
9.3
9.3
9.2
8.5
7.199999999999999
6.0
5.5
5.5
5.7
5.8
5.8
6.3
6.6
6.3
6.2
6.1
