Value
8.4
8.4
8.2
8.2
8.3
8.4
8.3
8.3
8.3
8.4
8.7
9.0
9.1
8.9
9.0
9.3
10.6
13.2
15.300000000000002
16.5
17.1
16.9
16.2
15.0
13.3
11.3
9.7
9.2
8.6
7.300000000000001
