Value
5.8
5.9
6.0
5.9
5.9
6.3
6.6
6.3
6.9
8.0
9.3
10.2
10.2
9.2
7.699999999999999
6.8
6.6
6.7
7.1
6.9
5.8
5.4
5.6
5.6
5.6
5.9
6.1
6.2
5.7
5.1
