Value
5.8
7.400000000000001
9.6
10.2
8.9
7.699999999999999
7.5
7.199999999999999
6.7
8.1
9.7
10.4
10.8
10.6
9.9
9.4
9.1
8.2
7.199999999999999
7.5
8.6
9.3
8.4
6.6
5.5
5.1
4.7
4.6
4.6
5.1
