Value
9.6
8.7
7.800000000000001
7.900000000000001
8.2
8.1
8.2
8.2
7.800000000000001
7.800000000000001
8.3
8.8
9.1
9.3
9.9
10.6
11.7
12.3
11.6
10.2
9.2
8.3
7.599999999999999
6.8
6.4
7.199999999999999
8.1
8.4
8.4
8.6
