Value
4.9
5.2
5.6
5.9
6.4
6.4
6.7
7.400000000000001
8.1
8.3
8.6
9.1
9.0
8.9
9.0
8.7
8.1
7.599999999999999
6.9
6.2
6.4
6.7
6.5
6.1
6.0
6.0
6.1
6.1
5.8
5.8
