Value
8.8
8.7
8.8
9.5
10.3
10.3
9.600000000000001
9.3
9.600000000000001
9.399999999999999
9.399999999999999
8.60394226098188
8.8
8.703942260981878
8.868509296254075
9.185923481436681
9.257323720449557
8.238131187122638
6.735276811121778
5.978093438362068
5.693723665008019
5.69847785649297
5.999687519680655
6.699945699062656
7.2999920125239415
7.699999005443639
7.7999998951745315
7.899999990647626
8.299999999293693
8.799999999954847
